"","Course Name","Instructor","Section","Course Title","CRN","Subject","Enrollment","Responses","Declines","Department","Number","Course Related Questions Course","Course Related Questions Department","Course Related Questions University","Learning Related Questions Course","Learning Related Questions Department","Learning Related Questions University","Instructor Related Questions Course","Instructor Related Questions Department","Instructor Related Questions University","Instructor Effectiveness Course","Instructor Effectiveness Department","Instructor Effectiveness University","Syllabus Helped Course","Syllabus Helped Department","Syllabus Helped University","Textbook Helped Course","Textbook Helped Department","Textbook Helped University","Online Helped Course","Online Helped Department","Online Helped University","Assignments Helped Course","Assignments Helped Department","Assignments Helped University","Lectures Helped Course","Lectures Helped Department","Lectures Helped University","Inclass Helped Course","Inclass Helped Department","Inclass Helped University","Classroom Technology Helped Course","Classroom Technology Helped Department","Classroom Technology Helped University","Course Was Intellectual Course","Course Was Intellectual Department","Course Was Intellectual University","Learned a Lot Course","Learned a Lot Department","Learned a Lot University","Learned Concepts And Principles Course","Learned Concepts And Principles Department","Learned Concepts And Principles University","Developed Skills Expressing Course","Developed Skills Expressing Department","Developed Skills Expressing University","Learned Analyze and Evaluate Course","Learned Analyze and Evaluate Department","Learned Analyze and Evaluate University","Instructor Communication Skills Course","Instructor Communication Skills Department","Instructor Communication Skills University","Instructor Communicated Course","Instructor Communicated Department","Instructor Communicated University","Instructor Stated Objectives Course","Instructor Stated Objectives Department","Instructor Stated Objectives University","Instructor Covered Stated Course","Instructor Covered Stated Department","Instructor Covered Stated University","Instructor Prepared Course","Instructor Prepared Department","Instructor Prepared University","Instructor Used Class Time Well Course","Instructor Used Class Time Well Department","Instructor Used Class Time Well University","Instructor Provided Feedback Course","Instructor Provided Feedback Department","Instructor Provided Feedback University","Instructor Fairly Evaluated Performance Course","Instructor Fairly Evaluated Performance Department","Instructor Fairly Evaluated Performance University","Would Recommend Course","Would Recommend Department","Would Recommend University","Respected Students Course","Respected Students Department","Respected Students University","Instructor Took Effective Action Course","Instructor Took Effective Action Department","Instructor Took Effective Action University","Instructor Available Outside of Class Course","Instructor Available Outside of Class Department","Instructor Available Outside of Class University","Instructor Displayed Enthusiasm Course","Instructor Displayed Enthusiasm Department","Instructor Displayed Enthusiasm University","Instructor Overall Course","Instructor Overall Department","Instructor Overall University","Spent 1-4 Hours","Spent 5-8 Hours","Spent 9-12 Hours","Spent 13-16 Hours","Spent 17-20 Hours"
"973","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.2","4.4",NA,NA,"31","38","31","Lab for CHME 2310 (201630: Spring 2016)","Carter, Tracy","02","Lab for CHME 2310","30838","CHME","15","12","0","Chemical Engineering","2311","3.8","3.9","4.1","3.8","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.1","3.3","3.8","4.0","3.4","4.0","4.1","4.3","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.8","3.8","4.1","3.8","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.1","4.1","4.1","4.0","4.1","4.0","4.0","3.8","3.7","4.3","4.0","4.4","4.4","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"974","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.8","4.2","4.4",NA,"25",NA,"17","50","Lab for CHME 2310 (201630: Spring 2016)","Landherr, Lucas","03","Lab for CHME 2310","33208","CHME","15","11","1","Chemical Engineering","2311","4.2","4.6","4.8","4.8","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.9","3.0","4.2","4.4","4.1","4.5","4.3","4.4","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.7","4.7","4.5","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.9","4.9","4.7","4.6","4.9","4.8","4.8","4.8","4.8","4.9","4.6","4.9","4.9","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"975","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.2","4.4",NA,"10","50","40",NA,"Lab for CHME 2310 (201630: Spring 2016)","Annabi, Nasim","05","Lab for CHME 2310","35710","CHME","20","8","1","Chemical Engineering","2311","3.8","4.1","3.9","4.0","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.2","3.7","4.1","4.3","3.2","4.0","4.1","3.6","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.9","4.0","4.4","4.3","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","3.9","3.6","3.9","4.1","4.0","4.1","3.9","4.0","3.9","4.3","3.9","3.7","4.0","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"976","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4",NA,"43","57",NA,NA,"Chemical Engr Thermodynamics 1 (201630: Spring 2016)","DiMilla, Paul","01","Chemical Engr Thermodynamics 1","30761","CHME","36","20","5","Chemical Engineering","2320","4.1","4.2","4.1","4.3","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.1","4.2","4.5","4.1","3.9","3.9","3.6","4.5","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.5","3.5","3.9","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.2","4.2","4.4","4.4","4.5","4.4","4.1","3.4","3.5","3.7","3.8","4.0","4.5","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"977","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.4",NA,"14","64","21",NA,"Chemical Engr Thermodynamics 1 (201630: Spring 2016)","DiMilla, Paul","02","Chemical Engr Thermodynamics 1","33934","CHME","16","9","0","Chemical Engineering","2320","4.5","4.3","4.3","4.3","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.3","4.2","4.9","4.8","4.6","4.7","3.8","4.4","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.4","3.7","4.0","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.2","4.2","4.2","4.7","4.4","4.4","4.2","4.4","4.0","3.9","4.0","4.6","4.8","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"978","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.4",NA,"22","33","44",NA,"Professional Issues in Engr (201630: Spring 2016)","Kostanski, Sarah","01","Professional Issues in Engr","35755","CHME","15","5","0","Chemical Engineering","3000","4.3","4.3","4.9","5.0","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.4","4.8","4.4","4.4","4.4","4.8","4.2","3.0","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.4","4.2","4.2","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","5.0","5.0","5.0","5.0","5.0","5.0","4.6","4.8","5.0","5.0","5.0","4.6","5.0","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"979","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","5.0","4.2","4.4","80","20",NA,NA,NA,"Professional Issues in Engr (201630: Spring 2016)","Vanselow, Janice","02","Professional Issues in Engr","31844","CHME","19","12","0","Chemical Engineering","3000","3.0","3.0","3.8","3.8","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.1","3.3","3.4","3.3","3.0","3.2","3.1","2.1","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","2.8","2.9","3.3","2.9","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","3.8","3.8","3.9","3.9","3.8","3.5","3.7","3.7","3.6","4.1","3.7","3.8","4.0","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"980","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.8","4.2","4.4","92","8",NA,NA,NA,"Professional Issues in Engr (201630: Spring 2016)","Walker, Jacob","03","Professional Issues in Engr","36994","CHME","19","16","0","Chemical Engineering","3000","3.9","4.0","4.8","4.9","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.9","4.3","3.7","3.9","4.4","4.4","4.0","2.8","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.9","3.9","4.1","3.9","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.9","4.8","4.8","4.8","4.8","4.8","4.8","4.6","4.8","4.9","4.7","4.7","4.7","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"981","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.9","4.2","4.4","88","6","6",NA,NA,"Transprt Procs 2  Separations (201630: Spring 2016)","Landherr, Lucas","01","Transprt Procs 2  Separations","32175","CHME","35","30","0","Chemical Engineering","3312","4.3","4.3","4.8","4.9","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.8","3.9","4.5","4.5","4.7","4.7","3.6","4.5","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.6","3.4","4.0","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.9","4.8","4.7","4.7","4.9","4.8","4.7","4.7","4.8","4.8","4.6","4.8","4.9","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"982","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.9","4.2","4.4","3","37","37","17","7","Transprt Procs 2  Separations (201630: Spring 2016)","Carrier, Rebecca","02","Transprt Procs 2  Separations","33720","CHME","21","17","0","Chemical Engineering","3312","4.2","4.1","4.6","4.5","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.8","4.4","4.0","4.5","4.4","4.3","3.8","4.3","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.5","3.7","3.7","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.7","4.5","4.7","4.6","4.5","4.3","4.3","4.7","4.4","4.8","4.9","4.4","5.0","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"983","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4",NA,"47",NA,"41",NA,"Lab for CHME 3312 (201630: Spring 2016)","Roy, Amit","01","Lab for CHME 3312","31845","CHME","20","17","0","Chemical Engineering","3313","2.9","3.0","2.2","1.7","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","2.9","1.7","2.4","3.1","1.8","3.0","3.8","3.4","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.0","3.4","2.8","2.7","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","1.5","1.2","2.1","2.6","2.5","2.4","1.5","1.9","1.3","3.0","1.9","3.2","3.6","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"984","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","1.7","4.2","4.4","6","47","35","12",NA,"Lab for CHME 3312 (201630: Spring 2016)","Roy, Amit","02","Lab for CHME 3312","31846","CHME","17","13","0","Chemical Engineering","3313","3.8","3.8","3.5","3.7","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.4","4.0","3.6","4.1","3.3","3.9","4.6","3.6","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.5","4.2","4.0","3.5","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","3.3","3.0","3.5","3.9","3.8","3.6","2.8","3.4","3.1","3.9","3.5","4.0","4.5","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"985","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.7","4.2","4.4","15","46","23","15",NA,"Lab for CHME 3312 (201630: Spring 2016)","Roy, Amit","03","Lab for CHME 3312","33209","CHME","17","11","0","Chemical Engineering","3313","3.1","3.7","3.0","2.5","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","2.7","3.3","2.7","3.3","2.1","3.7","4.0","3.3","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.3","3.8","4.0","3.6","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","2.6","1.7","3.2","3.6","3.4","2.8","2.0","2.4","2.2","4.0","2.8","3.8","4.0","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"986","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","2.5","4.2","4.4",NA,"45","55",NA,NA,"Chemical Engr Thermodynamics 2 (201630: Spring 2016)","Satvat, Behrooz","01","Chemical Engr Thermodynamics 2","33935","CHME","65","40","1","Chemical Engineering","3322","4.6","4.4","4.5","4.5","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.6","4.6","4.5","4.6","4.5","4.3","4.3","5.0","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.4","4.1","4.3","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.7","4.5","4.6","4.6","4.8","4.1","4.0","4.4","4.3","4.7","4.3","4.3","4.7","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"987","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4",NA,"10","28","44","18","Chemical Engineering Kinetics (201630: Spring 2016)","West, Richard","01","Chemical Engineering Kinetics","30104","CHME","57","31","0","Chemical Engineering","4510","4.2","4.4","4.5","4.5","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.8","3.9","4.7","4.4","4.2","4.1","4.1","4.7","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.6","4.1","4.2","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.7","4.5","4.5","4.6","4.4","4.3","4.3","4.3","4.2","4.7","4.5","4.6","4.8","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"988","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4","3","13","47","27","10","Chemical Engr Process Control (201630: Spring 2016)","Landherr, Lucas","01","Chemical Engr Process Control","30757","CHME","55","39","1","Chemical Engineering","4512","4.2","4.4","4.9","4.8","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.1","3.3","4.3","4.5","4.8","4.5","3.9","4.4","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.6","4.2","4.2","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.9","4.9","4.9","4.8","4.9","4.9","4.9","4.8","4.9","4.8","4.8","4.9","4.8","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"989","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.2","4.4",NA,NA,"51","3","43","Chemical Engr Process Control (201630: Spring 2016)","Podlaha-Murphy, Elizabeth","02","Chemical Engr Process Control","34366","CHME","21","7","1","Chemical Engineering","4512","4.3","4.2","4.8","4.8","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.8","4.3","4.5","4.6","4.5","4.5","4.0","4.2","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.5","3.8","4.0","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.8","4.8","4.8","4.8","4.8","4.7","4.8","4.8","4.7","5.0","4.7","5.0","5.0","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"990","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.2","4.4","17","33","33",NA,"17","Design 1: Process Analysis (201630: Spring 2016)","Shi, Shiaoming","01","Design 1: Process Analysis","30199","CHME","23","9","1","Chemical Engineering","4701","4.0","4.2","4.5","4.6","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.4","4.0","4.3","3.9","4.0","3.8","4.1","3.9","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.5","3.9","4.0","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.3","3.9","4.5","4.4","4.6","4.4","4.4","4.8","4.3","4.9","4.5","4.9","4.6","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"991","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.2","4.4",NA,"50",NA,"38",NA,"Design 1: Process Analysis (201630: Spring 2016)","Shi, Shiaoming","02","Design 1: Process Analysis","33936","CHME","32","16","0","Chemical Engineering","4701","3.7","3.8","4.1","3.7","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.5","4.4","4.2","3.7","3.2","3.3","3.6","3.4","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.7","3.9","3.9","3.8","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","3.8","3.4","3.9","4.2","4.3","4.1","3.7","4.1","3.6","4.8","4.1","4.5","4.4","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"992","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.7","4.2","4.4","31","38",NA,NA,"25","Design 2: Process Design (201630: Spring 2016)","Shi, Shiaoming","01","Design 2: Process Design","30753","CHME","89","49","3","Chemical Engineering","4703","3.6","4.0","4.0","4.0","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.6","3.1","3.7","4.1","3.0","3.4","3.7","4.0","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.8","4.0","4.3","4.0","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","3.9","3.7","4.1","4.2","4.2","4.0","3.0","4.3","3.8","4.7","4.0","4.4","4.2","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"993","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4","18","22",NA,"40","11","Design 2: Process Design (201630: Spring 2016)","Webster, Thomas","01","Design 2: Process Design","30753","CHME","89","49","3","Chemical Engineering","4703","3.6","4.0","4.2","4.3","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.6","3.1","3.7","4.1","3.0","3.4","3.7","4.0","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.8","4.0","4.3","4.0","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.4","4.2","4.2","4.3","4.0","4.1","3.4","4.3","4.2","4.6","4.0","4.0","4.3","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"994","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.4","18","22",NA,"40","11","Special Topics (201630: Spring 2016)","Goluch, Edgar","01","Special Topics","31859","CHME","26","13","0","Chemical Engineering","5699","4.0","4.3","4.4","4.2","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.1","3.2","4.2","4.1","4.2","4.4","3.8","4.1","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.2","4.1","4.3","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.5","4.3","4.5","4.5","4.6","4.2","4.5","4.5","4.2","4.7","4.2","4.2","4.2","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"995","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4","15","46","38",NA,NA,"Advanced Topics in Biomaterials (201630: Spring 2016)","Coury, Arthur","02","Advanced Topics in Biomaterials","35867","CHME","17","13","0","Chemical Engineering","5699","4.5","4.4","4.7","4.8","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.3","4.3","4.8","4.6","4.8","4.5","4.6","3.9","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.5","3.9","4.3","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.8","4.6","4.7","4.6","4.8","4.5","4.5","4.7","4.9","4.9","4.7","4.8","4.9","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"996","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.2","4.4",NA,"25","33","25",NA,"Special Topics (201630: Spring 2016)","Ekenseair, Adam","04","Special Topics","36577","CHME","13","6","0","Chemical Engineering","5699","4.1","4.0","3.9","3.8","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.7","3.5","4.3","4.3","4.3","4.2","4.5","4.3","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.0","3.8","4.0","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","3.8","3.7","4.0","4.2","4.2","3.8","3.8","4.0","3.7","4.2","3.8","4.0","4.2","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"997","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.8","4.2","4.4","17","17","67",NA,NA,"Chemical Engineering Kinetics (201630: Spring 2016)","Satvat, Behrooz","01","Chemical Engineering Kinetics","31186","CHME","29","19","0","Chemical Engineering","7340","4.4","4.3","4.6","4.6","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.6","4.2","3.9","4.5","4.5","4.3","3.8","4.8","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.4","3.8","4.2","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.6","4.5","4.6","4.6","4.7","4.7","4.3","4.5","4.3","4.7","4.5","4.4","4.8","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"998","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.2","4.4",NA,"11","16","58","16","Transport Phenomena (201630: Spring 2016)","Podlaha-Murphy, Elizabeth","01","Transport Phenomena","31306","CHME","33","16","0","Chemical Engineering","7350","4.2","4.1","4.5","4.4","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.8","4.0","4.3","4.6","4.4","4.1","3.9","4.1","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.1","3.9","4.2","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","4.7","4.6","4.2","4.3","4.8","4.2","4.4","4.6","4.6","4.8","4.7","4.5","4.7","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"999","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.4",NA,NA,"25","44","25","Seminar (201630: Spring 2016)","Lewis, Laura","01","Seminar","31305","CHME","70","43","0","Chemical Engineering","7390","3.7","3.8","3.8","3.9","3.9","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.8","3.9","3.6","3.9","3.9","3.9","3.7","3.2","3.8","4.0","3.9","4.2","3.8","4.0","3.8","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.5","3.8","4.1","3.9","4.1","4.2","3.9","3.9","4.3","4.3","4.0","4.1","3.9","3.9","4.0","3.9","4.0","3.7","4.0","3.9","3.4","3.4","3.5","3.9","3.8","4.2","4.0","4.2","4.3","4.3","4.0","3.9","4.2","3.9","4.5","4.1","4.3","4.5","4.4","4.3"
"1000","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.9","4.2","4.4",NA,"67","23",NA,"7","Elementary Chinese 1 (201630: Spring 2016)","Cai, Qinghong","01","Elementary Chinese 1","30175","CHNS","12","3","1","World Languages Center","1101","4.4","5.0","4.9","5.0","4.4","4.4","4.6","4.6","4.1","4.2","4.4","4.4","4.0","4.5","4.0","4.5","5.0","5.0","3.5","4.5","4.1","4.5","4.4","4.4","4.5","4.6","4.2","4.3","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","5.0","5.0","5.0","5.0","4.5","4.5","4.5","4.3","4.3","4.3","4.0","4.1","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","4.5","4.5","5.0","4.7","4.5","4.5","4.6","4.7","4.5","4.5","4.5","4.5","4.7","4.5","4.5","4.7","4.4","4.3"
